cnty_name,cnty_code
阿拉善左旗,152921000000
阿拉善右旗,152922000000
额济纳旗,152923000000
内蒙古阿拉善经济开发区,152971000000
市辖区,141101000000
离石区,141102000000
文水县,141121000000
交城县,141122000000
兴县,141123000000
临县,141124000000
柳林县,141125000000
石楼县,141126000000
岚县,141127000000
方山县,141128000000
中阳县,141129000000
交口县,141130000000
孝义市,141181000000
汾阳市,141182000000
市辖区,131101000000
桃城区,131102000000
冀州区,131103000000
枣强县,131121000000
武邑县,131122000000
武强县,131123000000
饶阳县,131124000000
安平县,131125000000
故城县,131126000000
景县,131127000000
阜城县,131128000000
河北衡水高新技术产业开发区,131171000000
衡水滨湖新区,131172000000
深州市,131182000000
和平区,120101000000
河东区,120102000000
河西区,120103000000
南开区,120104000000
河北区,120105000000
红桥区,120106000000
东丽区,120110000000
西青区,120111000000
津南区,120112000000
北辰区,120113000000
武清区,120114000000
宝坻区,120115000000
滨海新区,120116000000
宁河区,120117000000
静海区,120118000000
蓟州区,120119000000
东城区,110101000000
西城区,110102000000
朝阳区,110105000000
丰台区,110106000000
石景山区,110107000000
海淀区,110108000000
门头沟区,110109000000
房山区,110111000000
通州区,110112000000
顺义区,110113000000
昌平区,110114000000
大兴区,110115000000
怀柔区,110116000000
平谷区,110117000000
密云区,110118000000
延庆区,110119000000
市辖区,131001000000
安次区,131002000000
广阳区,131003000000
固安县,131022000000
永清县,131023000000
香河县,131024000000
大城县,131025000000
文安县,131026000000
大厂回族自治县,131028000000
廊坊经济技术开发区,131071000000
霸州市,131081000000
三河市,131082000000
市辖区,130901000000
新华区,130902000000
运河区,130903000000
沧县,130921000000
青县,130922000000
东光县,130923000000
海兴县,130924000000
盐山县,130925000000
肃宁县,130926000000
南皮县,130927000000
吴桥县,130928000000
献县,130929000000
孟村回族自治县,130930000000
河北沧州经济开发区,130971000000
沧州高新技术产业开发区,130972000000
沧州渤海新区,130973000000
泊头市,130981000000
任丘市,130982000000
黄骅市,130983000000
河间市,130984000000
市辖区,130801000000
双桥区,130802000000
双滦区,130803000000
鹰手营子矿区,130804000000
承德县,130821000000
兴隆县,130822000000
滦平县,130824000000
隆化县,130825000000
丰宁满族自治县,130826000000
宽城满族自治县,130827000000
围场满族蒙古族自治县,130828000000
承德高新技术产业开发区,130871000000
平泉市,130881000000
市辖区,130701000000
桥东区,130702000000
桥西区,130703000000
宣化区,130705000000
下花园区,130706000000
万全区,130708000000
崇礼区,130709000000
张北县,130722000000
康保县,130723000000
沽源县,130724000000
尚义县,130725000000
蔚县,130726000000
阳原县,130727000000
怀安县,130728000000
怀来县,130730000000
涿鹿县,130731000000
赤城县,130732000000
张家口经济开发区,130771000000
张家口市察北管理区,130772000000
张家口市塞北管理区,130773000000
市辖区,130601000000
竞秀区,130602000000
莲池区,130606000000
满城区,130607000000
清苑区,130608000000
徐水区,130609000000
涞水县,130623000000
阜平县,130624000000
定兴县,130626000000
唐县,130627000000
高阳县,130628000000
容城县,130629000000
涞源县,130630000000
望都县,130631000000
安新县,130632000000
易县,130633000000
曲阳县,130634000000
蠡县,130635000000
顺平县,130636000000
博野县,130637000000
雄县,130638000000
保定高新技术产业开发区,130671000000
保定白沟新城,130672000000
涿州市,130681000000
定州市,130682000000
安国市,130683000000
高碑店市,130684000000
市辖区,130401000000
邯山区,130402000000
丛台区,130403000000
复兴区,130404000000
峰峰矿区,130406000000
肥乡区,130407000000
永年区,130408000000
临漳县,130423000000
成安县,130424000000
大名县,130425000000
涉县,130426000000
磁县,130427000000
邱县,130430000000
鸡泽县,130431000000
广平县,130432000000
馆陶县,130433000000
魏县,130434000000
曲周县,130435000000
邯郸经济技术开发区,130471000000
邯郸冀南新区,130473000000
武安市,130481000000
市辖区,130301000000
海港区,130302000000
山海关区,130303000000
北戴河区,130304000000
抚宁区,130306000000
青龙满族自治县,130321000000
昌黎县,130322000000
卢龙县,130324000000
秦皇岛市经济技术开发区,130371000000
北戴河新区,130372000000
市辖区,130201000000
路南区,130202000000
路北区,130203000000
古冶区,130204000000
开平区,130205000000
丰南区,130207000000
丰润区,130208000000
曹妃甸区,130209000000
滦南县,130224000000
乐亭县,130225000000
迁西县,130227000000
玉田县,130229000000
河北唐山芦台经济开发区,130271000000
唐山市汉沽管理区,130272000000
唐山高新技术产业开发区,130273000000
河北唐山海港经济开发区,130274000000
遵化市,130281000000
迁安市,130283000000
滦州市,130284000000
市辖区,130101000000
长安区,130102000000
桥西区,130104000000
新华区,130105000000
井陉矿区,130107000000
裕华区,130108000000
藁城区,130109000000
鹿泉区,130110000000
栾城区,130111000000
井陉县,130121000000
正定县,130123000000
行唐县,130125000000
灵寿县,130126000000
高邑县,130127000000
深泽县,130128000000
赞皇县,130129000000
无极县,130130000000
平山县,130131000000
元氏县,130132000000
赵县,130133000000
石家庄高新技术产业开发区,130171000000
石家庄循环化工园区,130172000000
辛集市,130181000000
晋州市,130183000000
新乐市,130184000000
市辖区,141001000000
尧都区,141002000000
曲沃县,141021000000
翼城县,141022000000
襄汾县,141023000000
洪洞县,141024000000
古县,141025000000
安泽县,141026000000
浮山县,141027000000
吉县,141028000000
乡宁县,141029000000
大宁县,141030000000
隰县,141031000000
永和县,141032000000
蒲县,141033000000
汾西县,141034000000
侯马市,141081000000
霍州市,141082000000
市辖区,140901000000
忻府区,140902000000
定襄县,140921000000
五台县,140922000000
代县,140923000000
繁峙县,140924000000
宁武县,140925000000
静乐县,140926000000
神池县,140927000000
五寨县,140928000000
岢岚县,140929000000
河曲县,140930000000
保德县,140931000000
偏关县,140932000000
五台山风景名胜区,140971000000
原平市,140981000000
市辖区,140801000000
盐湖区,140802000000
临猗县,140821000000
万荣县,140822000000
闻喜县,140823000000
稷山县,140824000000
新绛县,140825000000
绛县,140826000000
垣曲县,140827000000
夏县,140828000000
平陆县,140829000000
芮城县,140830000000
永济市,140881000000
河津市,140882000000
市辖区,140701000000
榆次区,140702000000
榆社县,140721000000
左权县,140722000000
和顺县,140723000000
昔阳县,140724000000
寿阳县,140725000000
太谷县,140726000000
祁县,140727000000
平遥县,140728000000
灵石县,140729000000
介休市,140781000000
市辖区,140601000000
朔城区,140602000000
平鲁区,140603000000
山阴县,140621000000
应县,140622000000
右玉县,140623000000
山西朔州经济开发区,140671000000
怀仁市,140681000000
市辖区,140501000000
城区,140502000000
沁水县,140521000000
阳城县,140522000000
陵川县,140524000000
泽州县,140525000000
高平市,140581000000
市辖区,140401000000
潞州区,140403000000
上党区,140404000000
屯留区,140405000000
潞城区,140406000000
襄垣县,140423000000
平顺县,140425000000
黎城县,140426000000
壶关县,140427000000
长子县,140428000000
武乡县,140429000000
沁县,140430000000
沁源县,140431000000
山西长治高新技术产业园区,140471000000
市辖区,140301000000
城区,140302000000
矿区,140303000000
郊区,140311000000
平定县,140321000000
盂县,140322000000
市辖区,140201000000
新荣区,140212000000
平城区,140213000000
云冈区,140214000000
云州区,140215000000
阳高县,140221000000
天镇县,140222000000
广灵县,140223000000
灵丘县,140224000000
浑源县,140225000000
左云县,140226000000
山西大同经济开发区,140271000000
市辖区,140101000000
小店区,140105000000
迎泽区,140106000000
杏花岭区,140107000000
尖草坪区,140108000000
万柏林区,140109000000
晋源区,140110000000
清徐县,140121000000
阳曲县,140122000000
娄烦县,140123000000
山西转型综合改革示范区,140171000000
古交市,140181000000
二连浩特市,152501000000
锡林浩特市,152502000000
阿巴嘎旗,152522000000
苏尼特左旗,152523000000
苏尼特右旗,152524000000
东乌珠穆沁旗,152525000000
西乌珠穆沁旗,152526000000
太仆寺旗,152527000000
镶黄旗,152528000000
正镶白旗,152529000000
正蓝旗,152530000000
多伦县,152531000000
乌拉盖管委会,152571000000
乌兰浩特市,152201000000
阿尔山市,152202000000
科尔沁右翼前旗,152221000000
科尔沁右翼中旗,152222000000
扎赉特旗,152223000000
突泉县,152224000000
市辖区,150901000000
集宁区,150902000000
卓资县,150921000000
化德县,150922000000
商都县,150923000000
兴和县,150924000000
凉城县,150925000000
察哈尔右翼前旗,150926000000
察哈尔右翼中旗,150927000000
察哈尔右翼后旗,150928000000
四子王旗,150929000000
丰镇市,150981000000
市辖区,150801000000
临河区,150802000000
五原县,150821000000
磴口县,150822000000
乌拉特前旗,150823000000
乌拉特中旗,150824000000
乌拉特后旗,150825000000
杭锦后旗,150826000000
市辖区,150701000000
海拉尔区,150702000000
扎赉诺尔区,150703000000
阿荣旗,150721000000
莫力达瓦达斡尔族自治旗,150722000000
鄂伦春自治旗,150723000000
鄂温克族自治旗,150724000000
陈巴尔虎旗,150725000000
新巴尔虎左旗,150726000000
新巴尔虎右旗,150727000000
满洲里市,150781000000
牙克石市,150782000000
扎兰屯市,150783000000
额尔古纳市,150784000000
根河市,150785000000
市辖区,150601000000
东胜区,150602000000
康巴什区,150603000000
达拉特旗,150621000000
准格尔旗,150622000000
鄂托克前旗,150623000000
鄂托克旗,150624000000
杭锦旗,150625000000
乌审旗,150626000000
伊金霍洛旗,150627000000
市辖区,150501000000
科尔沁区,150502000000
科尔沁左翼中旗,150521000000
科尔沁左翼后旗,150522000000
开鲁县,150523000000
库伦旗,150524000000
奈曼旗,150525000000
扎鲁特旗,150526000000
通辽经济技术开发区,150571000000
霍林郭勒市,150581000000
市辖区,150401000000
红山区,150402000000
元宝山区,150403000000
松山区,150404000000
阿鲁科尔沁旗,150421000000
巴林左旗,150422000000
巴林右旗,150423000000
林西县,150424000000
克什克腾旗,150425000000
翁牛特旗,150426000000
喀喇沁旗,150428000000
宁城县,150429000000
敖汉旗,150430000000
市辖区,150301000000
海勃湾区,150302000000
海南区,150303000000
乌达区,150304000000
市辖区,211401000000
连山区,211402000000
龙港区,211403000000
南票区,211404000000
绥中县,211421000000
建昌县,211422000000
兴城市,211481000000
市辖区,211301000000
双塔区,211302000000
龙城区,211303000000
朝阳县,211321000000
建平县,211322000000
喀喇沁左翼蒙古族自治县,211324000000
北票市,211381000000
凌源市,211382000000
市辖区,211201000000
银州区,211202000000
清河区,211204000000
铁岭县,211221000000
西丰县,211223000000
昌图县,211224000000
调兵山市,211281000000
开原市,211282000000
市辖区,211101000000
双台子区,211102000000
兴隆台区,211103000000
大洼区,211104000000
盘山县,211122000000
市辖区,211001000000
白塔区,211002000000
文圣区,211003000000
宏伟区,211004000000
弓长岭区,211005000000
太子河区,211011000000
辽阳县,211021000000
灯塔市,211081000000
市辖区,210901000000
海州区,210902000000
新邱区,210903000000
太平区,210904000000
清河门区,210905000000
细河区,210911000000
阜新蒙古族自治县,210921000000
彰武县,210922000000
市辖区,210801000000
站前区,210802000000
西市区,210803000000
鲅鱼圈区,210804000000
老边区,210811000000
盖州市,210881000000
大石桥市,210882000000
市辖区,210701000000
古塔区,210702000000
凌河区,210703000000
太和区,210711000000
黑山县,210726000000
义县,210727000000
凌海市,210781000000
北镇市,210782000000
市辖区,210601000000
元宝区,210602000000
振兴区,210603000000
振安区,210604000000
宽甸满族自治县,210624000000
东港市,210681000000
凤城市,210682000000
市辖区,210501000000
平山区,210502000000
溪湖区,210503000000
明山区,210504000000
南芬区,210505000000
本溪满族自治县,210521000000
桓仁满族自治县,210522000000
市辖区,210401000000
新抚区,210402000000
东洲区,210403000000
望花区,210404000000
顺城区,210411000000
抚顺县,210421000000
新宾满族自治县,210422000000
清原满族自治县,210423000000
市辖区,210301000000
铁东区,210302000000
铁西区,210303000000
立山区,210304000000
千山区,210311000000
台安县,210321000000
岫岩满族自治县,210323000000
海城市,210381000000
市辖区,210201000000
中山区,210202000000
西岗区,210203000000
沙河口区,210204000000
甘井子区,210211000000
旅顺口区,210212000000
金州区,210213000000
普兰店区,210214000000
长海县,210224000000
瓦房店市,210281000000
庄河市,210283000000
市辖区,210101000000
和平区,210102000000
沈河区,210103000000
大东区,210104000000
皇姑区,210105000000
铁西区,210106000000
苏家屯区,210111000000
浑南区,210112000000
沈北新区,210113000000
于洪区,210114000000
辽中区,210115000000
康平县,210123000000
法库县,210124000000
新民市,210181000000
市辖区,331001000000
椒江区,331002000000
黄岩区,331003000000
路桥区,331004000000
三门县,331022000000
天台县,331023000000
仙居县,331024000000
温岭市,331081000000
临海市,331082000000
玉环市,331083000000
市辖区,330901000000
定海区,330902000000
普陀区,330903000000
岱山县,330921000000
嵊泗县,330922000000
市辖区,330801000000
柯城区,330802000000
衢江区,330803000000
常山县,330822000000
开化县,330824000000
龙游县,330825000000
江山市,330881000000
市辖区,330701000000
婺城区,330702000000
金东区,330703000000
武义县,330723000000
浦江县,330726000000
磐安县,330727000000
兰溪市,330781000000
义乌市,330782000000
东阳市,330783000000
永康市,330784000000
市辖区,330601000000
越城区,330602000000
柯桥区,330603000000
上虞区,330604000000
新昌县,330624000000
诸暨市,330681000000
嵊州市,330683000000
市辖区,330501000000
吴兴区,330502000000
南浔区,330503000000
德清县,330521000000
长兴县,330522000000
安吉县,330523000000
市辖区,330401000000
南湖区,330402000000
秀洲区,330411000000
嘉善县,330421000000
海盐县,330424000000
海宁市,330481000000
平湖市,330482000000
桐乡市,330483000000
市辖区,330301000000
鹿城区,330302000000
龙湾区,330303000000
瓯海区,330304000000
洞头区,330305000000
永嘉县,330324000000
平阳县,330326000000
苍南县,330327000000
文成县,330328000000
泰顺县,330329000000
温州经济技术开发区,330371000000
瑞安市,330381000000
乐清市,330382000000
龙港市,330383000000
市辖区,330201000000
海曙区,330203000000
江北区,330205000000
北仑区,330206000000
镇海区,330211000000
鄞州区,330212000000
奉化区,330213000000
象山县,330225000000
宁海县,330226000000
余姚市,330281000000
慈溪市,330282000000
市辖区,330101000000
上城区,330102000000
下城区,330103000000
江干区,330104000000
拱墅区,330105000000
西湖区,330106000000
滨江区,330108000000
萧山区,330109000000
余杭区,330110000000
富阳区,330111000000
临安区,330112000000
桐庐县,330122000000
淳安县,330127000000
建德市,330182000000
市辖区,341801000000
宣州区,341802000000
郎溪县,341821000000
泾县,341823000000
绩溪县,341824000000
旌德县,341825000000
宣城市经济开发区,341871000000
宁国市,341881000000
广德市,341882000000
市辖区,341701000000
贵池区,341702000000
东至县,341721000000
石台县,341722000000
青阳县,341723000000
市辖区,341601000000
谯城区,341602000000
涡阳县,341621000000
蒙城县,341622000000
利辛县,341623000000
市辖区,341501000000
金安区,341502000000
裕安区,341503000000
叶集区,341504000000
霍邱县,341522000000
舒城县,341523000000
金寨县,341524000000
霍山县,341525000000
市辖区,341201000000
颍州区,341202000000
颍东区,341203000000
颍泉区,341204000000
临泉县,341221000000
太和县,341222000000
阜南县,341225000000
颍上县,341226000000
阜阳合肥现代产业园区,341271000000
阜阳经济技术开发区,341272000000
界首市,341282000000
市辖区,341101000000
琅琊区,341102000000
南谯区,341103000000
来安县,341122000000
全椒县,341124000000
定远县,341125000000
凤阳县,341126000000
苏滁现代产业园,341171000000
滁州经济技术开发区,341172000000
天长市,341181000000
明光市,341182000000
市辖区,341001000000
屯溪区,341002000000
黄山区,341003000000
徽州区,341004000000
歙县,341021000000
休宁县,341022000000
黟县,341023000000
祁门县,341024000000
市辖区,340801000000
迎江区,340802000000
大观区,340803000000
宜秀区,340811000000
怀宁县,340822000000
太湖县,340825000000
宿松县,340826000000
望江县,340827000000
岳西县,340828000000
安徽安庆经济开发区,340871000000
桐城市,340881000000
潜山市,340882000000
市辖区,340701000000
铜官区,340705000000
义安区,340706000000
郊区,340711000000
枞阳县,340722000000
市辖区,340601000000
杜集区,340602000000
相山区,340603000000
烈山区,340604000000
濉溪县,340621000000
市辖区,340501000000
花山区,340503000000
雨山区,340504000000
博望区,340506000000
当涂县,340521000000
含山县,340522000000
和县,340523000000
市辖区,340301000000
龙子湖区,340302000000
蚌山区,340303000000
禹会区,340304000000
淮上区,340311000000
怀远县,340321000000
五河县,340322000000
固镇县,340323000000
蚌埠市高新技术开发区,340371000000
蚌埠市经济开发区,340372000000
市辖区,340201000000
镜湖区,340202000000
弋江区,340203000000
鸠江区,340207000000
三山区,340208000000
芜湖县,340221000000
繁昌县,340222000000
南陵县,340223000000
无为县,340225000000
芜湖经济技术开发区,340271000000
安徽芜湖长江大桥经济开发区,340272000000
市辖区,340101000000
瑶海区,340102000000
庐阳区,340103000000
蜀山区,340104000000
包河区,340111000000
长丰县,340121000000
肥东县,340122000000
肥西县,340123000000
庐江县,340124000000
合肥高新技术产业开发区,340171000000
合肥经济技术开发区,340172000000
合肥新站高新技术产业开发区,340173000000
巢湖市,340181000000
市辖区,361101000000
信州区,361102000000
广丰区,361103000000
广信区,361104000000
玉山县,361123000000
铅山县,361124000000
横峰县,361125000000
弋阳县,361126000000
余干县,361127000000
鄱阳县,361128000000
万年县,361129000000
婺源县,361130000000
德兴市,361181000000
市辖区,361001000000
临川区,361002000000
东乡区,361003000000
南城县,361021000000
黎川县,361022000000
南丰县,361023000000
崇仁县,361024000000
乐安县,361025000000
宜黄县,361026000000
金溪县,361027000000
资溪县,361028000000
广昌县,361030000000
市辖区,360901000000
袁州区,360902000000
奉新县,360921000000
万载县,360922000000
上高县,360923000000
宜丰县,360924000000
靖安县,360925000000
铜鼓县,360926000000
丰城市,360981000000
樟树市,360982000000
高安市,360983000000
市辖区,360801000000
吉州区,360802000000
青原区,360803000000
吉安县,360821000000
吉水县,360822000000
峡江县,360823000000
新干县,360824000000
永丰县,360825000000
泰和县,360826000000
遂川县,360827000000
万安县,360828000000
安福县,360829000000
永新县,360830000000
井冈山市,360881000000
市辖区,360701000000
章贡区,360702000000
南康区,360703000000
赣县区,360704000000
信丰县,360722000000
大余县,360723000000
上犹县,360724000000
崇义县,360725000000
安远县,360726000000
龙南县,360727000000
定南县,360728000000
全南县,360729000000
宁都县,360730000000
于都县,360731000000
兴国县,360732000000
会昌县,360733000000
寻乌县,360734000000
石城县,360735000000
瑞金市,360781000000
市辖区,360601000000
月湖区,360602000000
余江区,360603000000
贵溪市,360681000000
市辖区,360401000000
濂溪区,360402000000
浔阳区,360403000000
柴桑区,360404000000
武宁县,360423000000
修水县,360424000000
永修县,360425000000
德安县,360426000000
都昌县,360428000000
湖口县,360429000000
彭泽县,360430000000
瑞昌市,360481000000
共青城市,360482000000
庐山市,360483000000
市辖区,360301000000
安源区,360302000000
湘东区,360313000000
莲花县,360321000000
上栗县,360322000000
芦溪县,360323000000
市辖区,360201000000
昌江区,360202000000
珠山区,360203000000
浮梁县,360222000000
乐平市,360281000000
市辖区,360101000000
东湖区,360102000000
西湖区,360103000000
青云谱区,360104000000
湾里区,360105000000
青山湖区,360111000000
新建区,360112000000
南昌县,360121000000
安义县,360123000000
进贤县,360124000000
市辖区,350901000000
蕉城区,350902000000
霞浦县,350921000000
古田县,350922000000
屏南县,350923000000
寿宁县,350924000000
周宁县,350925000000
柘荣县,350926000000
福安市,350981000000
福鼎市,350982000000
市辖区,350801000000
新罗区,350802000000
永定区,350803000000
长汀县,350821000000
上杭县,350823000000
武平县,350824000000
连城县,350825000000
漳平市,350881000000
市辖区,350701000000
延平区,350702000000
建阳区,350703000000
顺昌县,350721000000
浦城县,350722000000
光泽县,350723000000
松溪县,350724000000
政和县,350725000000
邵武市,350781000000
武夷山市,350782000000
建瓯市,350783000000
市辖区,350601000000
芗城区,350602000000
龙文区,350603000000
云霄县,350622000000
漳浦县,350623000000
诏安县,350624000000
长泰县,350625000000
东山县,350626000000
南靖县,350627000000
平和县,350628000000
华安县,350629000000
龙海市,350681000000
市辖区,350501000000
鲤城区,350502000000
丰泽区,350503000000
洛江区,350504000000
泉港区,350505000000
惠安县,350521000000
安溪县,350524000000
永春县,350525000000
德化县,350526000000
金门县,350527000000
石狮市,350581000000
晋江市,350582000000
南安市,350583000000
市辖区,350401000000
梅列区,350402000000
三元区,350403000000
明溪县,350421000000
清流县,350423000000
宁化县,350424000000
大田县,350425000000
尤溪县,350426000000
沙县,350427000000
将乐县,350428000000
泰宁县,350429000000
建宁县,350430000000
永安市,350481000000
市辖区,350301000000
城厢区,350302000000
涵江区,350303000000
荔城区,350304000000
秀屿区,350305000000
仙游县,350322000000
市辖区,350201000000
思明区,350203000000
海沧区,350205000000
湖里区,350206000000
集美区,350211000000
同安区,350212000000
翔安区,350213000000
市辖区,350101000000
鼓楼区,350102000000
台江区,350103000000
仓山区,350104000000
马尾区,350105000000
晋安区,350111000000
长乐区,350112000000
闽侯县,350121000000
连江县,350122000000
罗源县,350123000000
闽清县,350124000000
永泰县,350125000000
平潭县,350128000000
福清市,350181000000
市辖区,371701000000
牡丹区,371702000000
定陶区,371703000000
曹县,371721000000
单县,371722000000
成武县,371723000000
巨野县,371724000000
郓城县,371725000000
鄄城县,371726000000
东明县,371728000000
菏泽经济技术开发区,371771000000
菏泽高新技术开发区,371772000000
市辖区,371601000000
滨城区,371602000000
沾化区,371603000000
惠民县,371621000000
阳信县,371622000000
无棣县,371623000000
博兴县,371625000000
邹平市,371681000000
市辖区,371501000000
东昌府区,371502000000
茌平区,371503000000
阳谷县,371521000000
莘县,371522000000
东阿县,371524000000
冠县,371525000000
高唐县,371526000000
临清市,371581000000
市辖区,371401000000
德城区,371402000000
陵城区,371403000000
宁津县,371422000000
庆云县,371423000000
临邑县,371424000000
齐河县,371425000000
平原县,371426000000
夏津县,371427000000
武城县,371428000000
德州经济技术开发区,371471000000
德州运河经济开发区,371472000000
乐陵市,371481000000
禹城市,371482000000
市辖区,371301000000
兰山区,371302000000
罗庄区,371311000000
河东区,371312000000
沂南县,371321000000
郯城县,371322000000
沂水县,371323000000
兰陵县,371324000000
费县,371325000000
平邑县,371326000000
莒南县,371327000000
蒙阴县,371328000000
临沭县,371329000000
临沂高新技术产业开发区,371371000000
临沂经济技术开发区,371372000000
临沂临港经济开发区,371373000000
市辖区,360501000000
渝水区,360502000000
分宜县,360521000000
市辖区,371101000000
东港区,371102000000
岚山区,371103000000
五莲县,371121000000
莒县,371122000000
日照经济技术开发区,371171000000
市辖区,371001000000
环翠区,371002000000
文登区,371003000000
威海火炬高技术产业开发区,371071000000
威海经济技术开发区,371072000000
威海临港经济技术开发区,371073000000
荣成市,371082000000
乳山市,371083000000
市辖区,370901000000
泰山区,370902000000
岱岳区,370911000000
宁阳县,370921000000
东平县,370923000000
新泰市,370982000000
肥城市,370983000000
市辖区,370801000000
任城区,370811000000
兖州区,370812000000
微山县,370826000000
鱼台县,370827000000
金乡县,370828000000
嘉祥县,370829000000
汶上县,370830000000
泗水县,370831000000
梁山县,370832000000
济宁高新技术产业开发区,370871000000
曲阜市,370881000000
邹城市,370883000000
市辖区,370701000000
潍城区,370702000000
寒亭区,370703000000
坊子区,370704000000
奎文区,370705000000
临朐县,370724000000
昌乐县,370725000000
潍坊滨海经济技术开发区,370772000000
青州市,370781000000
诸城市,370782000000
寿光市,370783000000
安丘市,370784000000
高密市,370785000000
昌邑市,370786000000
市辖区,370601000000
芝罘区,370602000000
福山区,370611000000
牟平区,370612000000
莱山区,370613000000
长岛县,370634000000
烟台高新技术产业开发区,370671000000
烟台经济技术开发区,370672000000
龙口市,370681000000
莱阳市,370682000000
莱州市,370683000000
蓬莱市,370684000000
招远市,370685000000
栖霞市,370686000000
海阳市,370687000000
市辖区,370501000000
东营区,370502000000
河口区,370503000000
垦利区,370505000000
利津县,370522000000
广饶县,370523000000
东营经济技术开发区,370571000000
东营港经济开发区,370572000000
市辖区,370401000000
市中区,370402000000
薛城区,370403000000
峄城区,370404000000
台儿庄区,370405000000
山亭区,370406000000
滕州市,370481000000
市辖区,370301000000
淄川区,370302000000
张店区,370303000000
博山区,370304000000
临淄区,370305000000
周村区,370306000000
桓台县,370321000000
高青县,370322000000
沂源县,370323000000
市辖区,370201000000
市南区,370202000000
市北区,370203000000
黄岛区,370211000000
崂山区,370212000000
李沧区,370213000000
城阳区,370214000000
即墨区,370215000000
青岛高新技术产业开发区,370271000000
胶州市,370281000000
平度市,370283000000
莱西市,370285000000
市辖区,370101000000
历下区,370102000000
市中区,370103000000
槐荫区,370104000000
天桥区,370105000000
历城区,370112000000
长清区,370113000000
章丘区,370114000000
济阳区,370115000000
莱芜区,370116000000
钢城区,370117000000
平阴县,370124000000
商河县,370126000000
济南高新技术产业开发区,370171000000
济源市,419001000000
市辖区,411701000000
驿城区,411702000000
西平县,411721000000
上蔡县,411722000000
平舆县,411723000000
正阳县,411724000000
确山县,411725000000
泌阳县,411726000000
汝南县,411727000000
遂平县,411728000000
新蔡县,411729000000
河南驻马店经济开发区,411771000000
市辖区,411601000000
川汇区,411602000000
淮阳区,411603000000
扶沟县,411621000000
西华县,411622000000
商水县,411623000000
沈丘县,411624000000
郸城县,411625000000
太康县,411627000000
鹿邑县,411628000000
河南周口经济开发区,411671000000
项城市,411681000000
市辖区,411501000000
浉河区,411502000000
平桥区,411503000000
罗山县,411521000000
光山县,411522000000
新县,411523000000
商城县,411524000000
固始县,411525000000
潢川县,411526000000
淮滨县,411527000000
息县,411528000000
信阳高新技术产业开发区,411571000000
市辖区,411401000000
梁园区,411402000000
睢阳区,411403000000
民权县,411421000000
睢县,411422000000
宁陵县,411423000000
柘城县,411424000000
虞城县,411425000000
夏邑县,411426000000
豫东综合物流产业聚集区,411471000000
河南商丘经济开发区,411472000000
永城市,411481000000
市辖区,411301000000
宛城区,411302000000
卧龙区,411303000000
南召县,411321000000
方城县,411322000000
西峡县,411323000000
镇平县,411324000000
内乡县,411325000000
淅川县,411326000000
社旗县,411327000000
唐河县,411328000000
新野县,411329000000
桐柏县,411330000000
南阳高新技术产业开发区,411371000000
南阳市城乡一体化示范区,411372000000
邓州市,411381000000
市辖区,411201000000
湖滨区,411202000000
陕州区,411203000000
渑池县,411221000000
卢氏县,411224000000
河南三门峡经济开发区,411271000000
义马市,411281000000
灵宝市,411282000000
市辖区,411101000000
源汇区,411102000000
郾城区,411103000000
召陵区,411104000000
舞阳县,411121000000
临颍县,411122000000
漯河经济技术开发区,411171000000
市辖区,411001000000
魏都区,411002000000
建安区,411003000000
鄢陵县,411024000000
襄城县,411025000000
许昌经济技术开发区,411071000000
禹州市,411081000000
长葛市,411082000000
市辖区,410901000000
华龙区,410902000000
清丰县,410922000000
南乐县,410923000000
范县,410926000000
台前县,410927000000
濮阳县,410928000000
河南濮阳工业园区,410971000000
濮阳经济技术开发区,410972000000
市辖区,410801000000
解放区,410802000000
中站区,410803000000
马村区,410804000000
山阳区,410811000000
修武县,410821000000
博爱县,410822000000
武陟县,410823000000
温县,410825000000
焦作城乡一体化示范区,410871000000
沁阳市,410882000000
孟州市,410883000000
市辖区,410701000000
红旗区,410702000000
卫滨区,410703000000
凤泉区,410704000000
牧野区,410711000000
新乡县,410721000000
获嘉县,410724000000
原阳县,410725000000
延津县,410726000000
封丘县,410727000000
新乡高新技术产业开发区,410771000000
新乡经济技术开发区,410772000000
新乡市平原城乡一体化示范区,410773000000
卫辉市,410781000000
辉县市,410782000000
长垣市,410783000000
市辖区,410601000000
鹤山区,410602000000
山城区,410603000000
淇滨区,410611000000
浚县,410621000000
淇县,410622000000
鹤壁经济技术开发区,410671000000
市辖区,410501000000
文峰区,410502000000
北关区,410503000000
殷都区,410505000000
龙安区,410506000000
安阳县,410522000000
汤阴县,410523000000
滑县,410526000000
内黄县,410527000000
安阳高新技术产业开发区,410571000000
林州市,410581000000
