tid,task,dtnum
330000_330483,浙江省_桐乡,72
330000_330302,浙江省_鹿城,223
330000_330303,浙江省_龙湾,165
330000_330304,浙江省_瓯海,159
330000_330305,浙江省_洞头,21
330000_330324,浙江省_永嘉,163
330000_330326,浙江省_平阳,78
330000_330327,浙江省_苍南,130
330000_330329,浙江省_泰顺,44
330000_330328,浙江省_文成,68
330000_330371,浙江省_温州,536
330000_330381,浙江省_瑞安,460
330000_330203,浙江省_海曙,58
330000_330382,浙江省_乐清,256
330000_330205,浙江省_江北,119
330000_330206,浙江省_北仑,80
330000_330212,浙江省_鄞州,213
330000_330211,浙江省_镇海,119
330000_330225,浙江省_象山,123
330000_330213,浙江省_奉化,117
330000_330226,浙江省_宁海,115
330000_330281,浙江省_余姚,169
330000_330282,浙江省_慈溪,195
330000_330102,浙江省_上城,41
330000_330103,浙江省_下城,83
330000_330104,浙江省_江干,100
330000_330105,浙江省_拱墅,100
330000_330106,浙江省_西湖,73
330000_330108,浙江省_滨江,107
330000_330109,浙江省_萧山,75
330000_330110,浙江省_余杭,164
330000_330111,浙江省_富阳,249
330000_330112,浙江省_临安,262
330000_330127,浙江省_淳安,64
340000_341702,安徽省_贵池,10
330000_330122,浙江省_桐庐,24
340000_341721,安徽省_东至,6
330000_330182,浙江省_建德,82
340000_341723,安徽省_青阳,13
340000_341602,安徽省_谯城,7
340000_341621,安徽省_涡阳,13
340000_341622,安徽省_蒙城,12
340000_341722,安徽省_石台,6
340000_341623,安徽省_利辛,12
340000_341502,安徽省_金安,2
340000_341503,安徽省_裕安,4
340000_341504,安徽省_叶集,0
340000_341523,安徽省_舒城,4
340000_341524,安徽省_金寨,8
340000_341522,安徽省_霍邱,8
340000_341525,安徽省_霍山,4
340000_341302,安徽省_埇桥,0
340000_341321,安徽省_砀山,14
340000_341322,安徽省_萧县,1
340000_341323,安徽省_灵璧,10
340000_341324,安徽省_泗县,14
340000_341371,安徽省_宿州,22
340000_341124,安徽省_全椒,9
340000_341103,安徽省_南谯,2
340000_341122,安徽省_来安,3
340000_341171,安徽省_苏滁,0
340000_341172,安徽省_滁州,27
340000_341126,安徽省_凤阳,15
340000_341125,安徽省_定远,9
340000_341181,安徽省_天长,10
340000_341102,安徽省_琅琊,5
340000_341182,安徽省_明光,8
340000_341002,安徽省_屯溪,20
340000_341003,安徽省_黄山,36
340000_341004,安徽省_徽州,7
340000_341021,安徽省_歙县,9
340000_341023,安徽省_黟县,3
340000_341022,安徽省_休宁,4
340000_341024,安徽省_祁门,5
340000_340802,安徽省_迎江,2
340000_340803,安徽省_大观,3
340000_340811,安徽省_宜秀,4
340000_340822,安徽省_怀宁,18
340000_340825,安徽省_太湖,7
340000_340705,安徽省_铜官,0
340000_340706,安徽省_义安,4
340000_340711,安徽省_郊区,3
340000_340722,安徽省_枞阳,16
340000_340826,安徽省_宿松,9
340000_340827,安徽省_望江,19
340000_340871,安徽省_安徽,154
340000_340881,安徽省_桐城,9
340000_340828,安徽省_岳西,13
340000_340882,安徽省_潜山,6
340000_340602,安徽省_杜集,11
340000_340603,安徽省_相山,11
340000_340503,安徽省_花山,10
340000_340504,安徽省_雨山,11
340000_340522,安徽省_含山,8
340000_340521,安徽省_当涂,16
340000_340506,安徽省_博望,0
340000_340604,安徽省_烈山,4
340000_340621,安徽省_濉溪,23
340000_340523,安徽省_和县,13
340000_340403,安徽省_田家,19
340000_340405,安徽省_八公,2
340000_340402,安徽省_大通,3
340000_340404,安徽省_谢家,11
340000_340406,安徽省_潘集,6
340000_340421,安徽省_凤台,4
340000_340302,安徽省_龙子,6
340000_340311,安徽省_淮上,4
340000_340303,安徽省_蚌山,6
340000_340304,安徽省_禹会,7
340000_340322,安徽省_五河,8
340000_340323,安徽省_固镇,13
340000_340371,安徽省_蚌埠,64
340000_340422,安徽省_寿县,10
340000_340102,安徽省_瑶海,14
340000_340103,安徽省_庐阳,10
340000_340121,安徽省_长丰,9
340000_340122,安徽省_肥东,38
340000_340111,安徽省_包河,13
340000_340171,安徽省_合肥,179
340000_340124,安徽省_庐江,11
340000_340123,安徽省_肥西,14
340000_340104,安徽省_蜀山,14
340000_340181,安徽省_巢湖,25
350000_350702,福建省_延平,14
340000_340321,安徽省_怀远,15
350000_350703,福建省_建阳,7
350000_350724,福建省_松溪,3
350000_350725,福建省_政和,4
350000_350722,福建省_浦城,9
350000_350781,福建省_邵武,8
350000_350723,福建省_光泽,3
350000_350782,福建省_武夷,5
350000_350783,福建省_建瓯,9
350000_350721,福建省_顺昌,4
350000_350623,福建省_漳浦,5
350000_350622,福建省_云霄,4
350000_350603,福建省_龙文,3
350000_350602,福建省_芗城,10
350000_350624,福建省_诏安,5
350000_350625,福建省_长泰,5
350000_350626,福建省_东山,9
350000_350627,福建省_南靖,6
350000_350628,福建省_平和,4
350000_350681,福建省_龙海,20
350000_350503,福建省_丰泽,37
350000_350629,福建省_华安,4
350000_350502,福建省_鲤城,29
350000_350524,福建省_安溪,32
350000_350505,福建省_泉港,6
350000_350525,福建省_永春,5
350000_350521,福建省_惠安,13
350000_350504,福建省_洛江,4
350000_350526,福建省_德化,5
350000_350581,福建省_石狮,13
350000_350582,福建省_晋江,55
350000_350583,福建省_南安,11
350000_350403,福建省_三元,11
350000_350402,福建省_梅列,8
350000_350421,福建省_明溪,5
350000_350423,福建省_清流,4
350000_350424,福建省_宁化,6
350000_350426,福建省_尤溪,0
350000_350427,福建省_沙县,6
350000_350425,福建省_大田,4
350000_350428,福建省_将乐,4
350000_350429,福建省_泰宁,3
350000_350430,福建省_建宁,5
340000_340202,安徽省_镜湖,14
350000_350481,福建省_永安,9
340000_340203,安徽省_弋江,8
340000_340208,安徽省_三山,0
340000_340221,安徽省_芜湖,60
340000_340223,安徽省_南陵,10
340000_340222,安徽省_繁昌,9
340000_340207,安徽省_鸠江,9
340000_340225,安徽省_无为,16
350000_350302,福建省_城厢,14
350000_350303,福建省_涵江,9
350000_350304,福建省_荔城,17
350000_350305,福建省_秀屿,7
350000_350322,福建省_仙游,9
350000_350205,福建省_海沧,9
350000_350203,福建省_思明,31
350000_350206,福建省_湖里,17
350000_350212,福建省_同安,22
350000_350211,福建省_集美,20
350000_350213,福建省_翔安,6
350000_350102,福建省_鼓楼,48
350000_350103,福建省_台江,30
350000_350104,福建省_仓山,33
350000_350105,福建省_马尾,8
350000_350111,福建省_晋安,30
350000_350121,福建省_闽侯,22
350000_350112,福建省_长乐,27
350000_350123,福建省_罗源,15
350000_350124,福建省_闽清,24
350000_350125,福建省_永泰,25
350000_350122,福建省_连江,35
350000_350128,福建省_平潭,9
350000_350181,福建省_福清,47
360000_361002,江西省_临川,12
360000_361003,江西省_东乡,8
360000_361023,江西省_南丰,6
360000_361025,江西省_乐安,4
360000_361026,江西省_宜黄,3
360000_361021,江西省_南城,3
360000_361022,江西省_黎川,7
360000_361024,江西省_崇仁,3
360000_361028,江西省_资溪,3
360000_361027,江西省_金溪,5
360000_361030,江西省_广昌,4
360000_360902,江西省_袁州,0
360000_360923,江西省_上高,0
360000_360921,江西省_奉新,4
360000_360922,江西省_万载,6
360000_360926,江西省_铜鼓,3
360000_360925,江西省_靖安,3
360000_360924,江西省_宜丰,6
360000_360982,江西省_樟树,8
360000_360983,江西省_高安,10
360000_360802,江西省_吉州,9
360000_360981,江西省_丰城,15
360000_360803,江西省_青原,1
360000_360821,江西省_吉安,28
360000_360823,江西省_峡江,7
360000_360824,江西省_新干,4
360000_360822,江西省_吉水,3
360000_360825,江西省_永丰,4
360000_360826,江西省_泰和,9
360000_360827,江西省_遂川,4
360000_360828,江西省_万安,4
360000_360830,江西省_永新,6
360000_360702,江西省_章贡,27
360000_360881,江西省_井冈,13
360000_360703,江西省_南康,17
360000_360722,江西省_信丰,7
360000_360829,江西省_安福,8
360000_360723,江西省_大余,7
360000_360724,江西省_上犹,10
360000_360704,江西省_赣县,5
360000_360726,江西省_安远,3
360000_360725,江西省_崇义,4
360000_360728,江西省_定南,2
360000_360729,江西省_全南,11
360000_360730,江西省_宁都,9
360000_360727,江西省_龙南,8
360000_360731,江西省_于都,6
360000_360732,江西省_兴国,8
360000_360733,江西省_会昌,2
360000_360602,江西省_月湖,1
360000_360603,江西省_余江,6
360000_360681,江西省_贵溪,9
360000_360735,江西省_石城,7
360000_360734,江西省_寻乌,3
360000_360781,江西省_瑞金,3
360000_360402,江西省_濂溪,4
360000_360403,江西省_浔阳,16
360000_360423,江西省_武宁,3
360000_360426,江西省_德安,3
360000_360404,江西省_柴桑,3
360000_360425,江西省_永修,9
360000_360424,江西省_修水,5
360000_360429,江西省_湖口,4
360000_360428,江西省_都昌,8
360000_360502,江西省_渝水,7
360000_360521,江西省_分宜,4
360000_360430,江西省_彭泽,6
360000_360481,江西省_瑞昌,9
360000_360482,江西省_共青,4
360000_360483,江西省_庐山,10
360000_360302,江西省_安源,10
360000_360313,江西省_湘东,4
360000_360321,江西省_莲花,4
360000_360323,江西省_芦溪,3
360000_360322,江西省_上栗,5
360000_360202,江西省_昌江,2
360000_360222,江西省_浮梁,7
360000_360203,江西省_珠山,6
360000_360281,江西省_乐平,12
360000_360102,江西省_东湖,19
360000_360103,江西省_西湖,22
360000_360104,江西省_青云,17
360000_360105,江西省_湾里,0
360000_360111,江西省_青山,15
360000_360112,江西省_新建,20
360000_360121,江西省_南昌,168
360000_360123,江西省_安义,4
360000_360124,江西省_进贤,11
320000_321302,江苏省_宿城,3
320000_321311,江苏省_宿豫,1
320000_321322,江苏省_沭阳,25
320000_321323,江苏省_泗阳,19
320000_321324,江苏省_泗洪,18
320000_321202,江苏省_海陵,16
320000_321371,江苏省_宿迁,16
320000_321203,江苏省_高港,4
320000_321204,江苏省_姜堰,34
320000_321271,江苏省_泰州,51
320000_321281,江苏省_兴化,12
320000_321282,江苏省_靖江,36
320000_321283,江苏省_泰兴,15
320000_321102,江苏省_京口,1
320000_321111,江苏省_润州,2
320000_321112,江苏省_丹徒,3
320000_321171,江苏省_镇江,35
320000_321181,江苏省_丹阳,6
320000_321182,江苏省_扬中,4
320000_321183,江苏省_句容,10
320000_321002,江苏省_广陵,5
320000_321023,江苏省_宝应,20
320000_321003,江苏省_邗江,4
320000_321071,江苏省_扬州,49
320000_321081,江苏省_仪征,9
320000_321084,江苏省_高邮,10
320000_321012,江苏省_江都,13
320000_320903,江苏省_盐都,2
320000_320904,江苏省_大丰,21
320000_320902,江苏省_亭湖,3
320000_320921,江苏省_响水,9
320000_320922,江苏省_滨海,15
320000_320923,江苏省_阜宁,12
320000_320924,江苏省_射阳,18
320000_320925,江苏省_建湖,8
320000_320971,江苏省_盐城,36
320000_320803,江苏省_淮安,118
320000_320981,江苏省_东台,16
320000_320804,江苏省_淮阴,30
320000_320812,江苏省_清江,5
320000_320813,江苏省_洪泽,20
320000_320830,江苏省_盱眙,23
320000_320826,江苏省_涟水,42
320000_320831,江苏省_金湖,19
320000_320706,江苏省_海州,31
320000_320703,江苏省_连云,65
320000_320707,江苏省_赣榆,6
320000_320722,江苏省_东海,5
320000_320723,江苏省_灌云,16
320000_320724,江苏省_灌南,14
320000_320602,江苏省_崇川,19
320000_320612,江苏省_通州,15
320000_320611,江苏省_港闸,7
320000_320671,江苏省_南通,112
320000_320623,江苏省_如东,54
320000_320681,江苏省_启东,24
320000_320682,江苏省_如皋,62
320000_320684,江苏省_海门,22
320000_320505,江苏省_虎丘,4
320000_320506,江苏省_吴中,75
320000_320685,江苏省_海安,23
320000_320507,江苏省_相城,29
320000_320508,江苏省_姑苏,4
320000_320509,江苏省_吴江,36
320000_320571,江苏省_苏州,219
320000_320582,江苏省_张家,21
320000_320581,江苏省_常熟,66
320000_320583,江苏省_昆山,86
320000_320585,江苏省_太仓,38
320000_320402,江苏省_天宁,16
320000_320404,江苏省_钟楼,9
320000_320411,江苏省_新北,13
320000_320412,江苏省_武进,20
320000_320413,江苏省_金坛,18
320000_320302,江苏省_鼓楼,59
320000_320303,江苏省_云龙,3
320000_320305,江苏省_贾汪,25
320000_320312,江苏省_铜山,9
320000_320481,江苏省_溧阳,20
320000_320321,江苏省_丰县,16
320000_320322,江苏省_沛县,11
320000_320371,江苏省_徐州,85
320000_320324,江苏省_睢宁,12
320000_320381,江苏省_新沂,11
320000_320311,江苏省_泉山,1
320000_320382,江苏省_邳州,23
320000_320205,江苏省_锡山,10
320000_320211,江苏省_滨湖,24
320000_320206,江苏省_惠山,11
320000_320213,江苏省_梁溪,32
320000_320281,江苏省_江阴,60
320000_320214,江苏省_新吴,4
320000_320282,江苏省_宜兴,41
320000_320102,江苏省_玄武,24
320000_320104,江苏省_秦淮,45
320000_320105,江苏省_建邺,45
320000_320111,江苏省_浦口,13
320000_320114,江苏省_雨花,20
320000_320113,江苏省_栖霞,18
320000_320115,江苏省_江宁,31
320000_320116,江苏省_六合,10
320000_320117,江苏省_溧水,5
320000_320118,江苏省_高淳,11
310000_310101,上海市_黄浦,30
310000_310105,上海市_长宁,58
310000_310104,上海市_徐汇,33
310000_310106,上海市_静安,51
310000_310107,上海市_普陀,20
310000_310109,上海市_虹口,36
310000_310110,上海市_杨浦,36
310000_310113,上海市_宝山,35
310000_310114,上海市_嘉定,41
310000_310112,上海市_闵行,55
310000_310115,上海市_浦东,77
310000_310116,上海市_金山,13
310000_310118,上海市_青浦,29
310000_310117,上海市_松江,21
310000_310151,上海市_崇明,12
140000_141102,山西省_离石,25
310000_310120,上海市_奉贤,14
140000_141121,山西省_文水,5
140000_141122,山西省_交城,5
140000_141123,山西省_兴县,3
140000_141126,山西省_石楼,3
140000_141124,山西省_临县,10
140000_141125,山西省_柳林,7
140000_141127,山西省_岚县,9
140000_141128,山西省_方山,3
140000_141129,山西省_中阳,4
140000_141130,山西省_交口,8
140000_141181,山西省_孝义,18
140000_141182,山西省_汾阳,17
130000_131102,河北省_桃城,10
130000_131121,河北省_枣强,3
130000_131122,河北省_武邑,7
130000_131103,河北省_冀州,5
130000_131123,河北省_武强,5
130000_131124,河北省_饶阳,5
130000_131126,河北省_故城,10
130000_131125,河北省_安平,10
130000_131127,河北省_景县,7
130000_131128,河北省_阜城,3
130000_131171,河北省_河北,267
130000_131172,河北省_衡水,43
130000_131182,河北省_深州,7
120000_120101,天津市_和平,41
120000_120102,天津市_河东,61
120000_120104,天津市_南开,68
120000_120103,天津市_河西,69
120000_120105,天津市_河北,47
120000_120106,天津市_红桥,34
120000_120112,天津市_津南,33
120000_120111,天津市_西青,38
120000_120110,天津市_东丽,17
120000_120113,天津市_北辰,21
120000_120114,天津市_武清,24
120000_120116,天津市_滨海,51
120000_120115,天津市_宝坻,26
120000_120117,天津市_宁河,8
120000_120118,天津市_静海,21
120000_120119,天津市_蓟州,22
130000_131022,河北省_固安,8
130000_131002,河北省_安次,10
130000_131023,河北省_永清,17
130000_131024,河北省_香河,13
130000_131025,河北省_大城,8
130000_131003,河北省_广阳,18
130000_131026,河北省_文安,28
130000_131028,河北省_大厂,4
130000_131071,河北省_廊坊,90
130000_130902,河北省_新华,97
130000_131082,河北省_三河,32
130000_131081,河北省_霸州,26
130000_130921,河北省_沧县,10
130000_130903,河北省_运河,12
130000_130922,河北省_青县,9
130000_130923,河北省_东光,6
130000_130924,河北省_海兴,4
130000_130926,河北省_肃宁,11
130000_130925,河北省_盐山,6
130000_130927,河北省_南皮,11
130000_130929,河北省_献县,4
130000_130930,河北省_孟村,6
130000_130928,河北省_吴桥,3
130000_130972,河北省_沧州,64
130000_130982,河北省_任丘,35
130000_130981,河北省_泊头,13
130000_130983,河北省_黄骅,15
130000_130984,河北省_河间,10
130000_130703,河北省_桥西,62
130000_130702,河北省_桥东,18
130000_130705,河北省_宣化,10
130000_130706,河北省_下花,4
130000_130708,河北省_万全,3
130000_130709,河北省_崇礼,3
130000_130724,河北省_沽源,3
130000_130723,河北省_康保,4
130000_130727,河北省_阳原,5
130000_130726,河北省_蔚县,12
130000_130725,河北省_尚义,6
130000_130728,河北省_怀安,4
130000_130722,河北省_张北,5
130000_130731,河北省_涿鹿,7
130000_130732,河北省_赤城,5
130000_130771,河北省_张家,53
130000_130602,河北省_竞秀,15
130000_130730,河北省_怀来,5
130000_130606,河北省_莲池,38
130000_130607,河北省_满城,11
130000_130608,河北省_清苑,12
130000_130609,河北省_徐水,1
130000_130623,河北省_涞水,15
130000_130624,河北省_阜平,3
130000_130626,河北省_定兴,12
130000_130627,河北省_唐县,11
130000_130628,河北省_高阳,10
130000_130629,河北省_容城,6
130000_130630,河北省_涞源,4
130000_130631,河北省_望都,6
130000_130632,河北省_安新,6
130000_130633,河北省_易县,17
130000_130634,河北省_曲阳,9
130000_130635,河北省_蠡县,6
130000_130636,河北省_顺平,6
130000_130637,河北省_博野,5
130000_130671,河北省_保定,120
130000_130638,河北省_雄县,3
130000_130681,河北省_涿州,12
130000_130682,河北省_定州,30
130000_130683,河北省_安国,7
130000_130684,河北省_高碑,21
130000_130521,河北省_邢台,71
130000_130522,河北省_临城,3
130000_130523,河北省_内丘,1
130000_130525,河北省_隆尧,8
130000_130526,河北省_任县,7
130000_130524,河北省_柏乡,3
130000_130527,河北省_南和,3
130000_130530,河北省_新河,3
130000_130528,河北省_宁晋,9
130000_130531,河北省_广宗,8
130000_130532,河北省_平乡,12
130000_130529,河北省_巨鹿,5
130000_130533,河北省_威县,10
130000_130534,河北省_清河,10
130000_130535,河北省_临西,4
130000_130582,河北省_沙河,21
130000_130581,河北省_南宫,7
130000_130402,河北省_邯山,18
130000_130403,河北省_丛台,14
130000_130404,河北省_复兴,16
130000_130406,河北省_峰峰,18
130000_130407,河北省_肥乡,8
130000_130408,河北省_永年,5
130000_130423,河北省_临漳,9
130000_130424,河北省_成安,4
130000_130425,河北省_大名,15
130000_130426,河北省_涉县,6
130000_130427,河北省_磁县,7
130000_130430,河北省_邱县,3
130000_130431,河北省_鸡泽,3
130000_130432,河北省_广平,5
130000_130433,河北省_馆陶,8
130000_130434,河北省_魏县,13
130000_130435,河北省_曲周,5
130000_130471,河北省_邯郸,128
130000_130481,河北省_武安,18
130000_130802,河北省_双桥,22
130000_130803,河北省_双滦,3
130000_130821,河北省_承德,49
130000_130804,河北省_鹰手,1
130000_130822,河北省_兴隆,4
130000_130824,河北省_滦平,3
130000_130825,河北省_隆化,8
130000_130826,河北省_丰宁,4
130000_130881,河北省_平泉,11
130000_130827,河北省_宽城,3
130000_130828,河北省_围场,6
130000_130302,河北省_海港,34
130000_130303,河北省_山海,6
130000_130304,河北省_北戴,7
130000_130306,河北省_抚宁,5
130000_130321,河北省_青龙,10
130000_130324,河北省_卢龙,10
130000_130371,河北省_秦皇,78
130000_130202,河北省_路南,64
130000_130203,河北省_路北,79
130000_130204,河北省_古冶,12
130000_130322,河北省_昌黎,7
130000_130205,河北省_开平,8
130000_130207,河北省_丰南,6
130000_130208,河北省_丰润,14
130000_130209,河北省_曹妃,15
130000_130225,河北省_乐亭,8
130000_130229,河北省_玉田,9
130000_130224,河北省_滦南,13
130000_130271,河北省_唐山,179
130000_130281,河北省_遵化,8
130000_130283,河北省_迁安,14
130000_130284,河北省_滦州,9
130000_130102,河北省_长安,34
130000_130227,河北省_迁西,4
130000_130108,河北省_裕华,60
130000_130109,河北省_藁城,10
130000_130107,河北省_井陉,10
130000_130110,河北省_鹿泉,34
130000_130111,河北省_栾城,12
130000_130123,河北省_正定,15
130000_130125,河北省_行唐,3
130000_130126,河北省_灵寿,7
130000_130128,河北省_深泽,6
130000_130127,河北省_高邑,3
130000_130130,河北省_无极,10
130000_130129,河北省_赞皇,4
130000_130131,河北省_平山,12
130000_130132,河北省_元氏,0
130000_130171,河北省_石家,280
130000_130133,河北省_赵县,6
130000_130181,河北省_辛集,16
130000_130183,河北省_晋州,7
130000_130184,河北省_新乐,9
140000_141002,山西省_尧都,55
140000_141021,山西省_曲沃,7
140000_141023,山西省_襄汾,18
140000_141024,山西省_洪洞,23
140000_141025,山西省_古县,4
140000_141026,山西省_安泽,4
140000_141027,山西省_浮山,4
140000_141022,山西省_翼城,4
140000_141030,山西省_大宁,3
140000_141028,山西省_吉县,3
140000_141033,山西省_蒲县,4
140000_141031,山西省_隰县,4
140000_141032,山西省_永和,4
140000_141034,山西省_汾西,4
140000_141029,山西省_乡宁,11
140000_141081,山西省_侯马,30
140000_140902,山西省_忻府,12
140000_141082,山西省_霍州,15
140000_140922,山西省_五台,8
140000_140921,山西省_定襄,3
140000_140923,山西省_代县,5
140000_140924,山西省_繁峙,7
140000_140925,山西省_宁武,6
140000_140926,山西省_静乐,3
140000_140927,山西省_神池,4
140000_140929,山西省_岢岚,4
140000_140928,山西省_五寨,3
140000_140931,山西省_保德,5
140000_140932,山西省_偏关,3
140000_140930,山西省_河曲,7
140000_140981,山西省_原平,8
140000_140802,山西省_盐湖,4
140000_140822,山西省_万荣,10
140000_140821,山西省_临猗,14
140000_140824,山西省_稷山,14
140000_140823,山西省_闻喜,15
140000_140825,山西省_新绛,4
140000_140826,山西省_绛县,7
140000_140827,山西省_垣曲,7
140000_140828,山西省_夏县,25
140000_140829,山西省_平陆,13
140000_140830,山西省_芮城,8
140000_140881,山西省_永济,7
140000_140882,山西省_河津,18
140000_140702,山西省_榆次,29
140000_140721,山西省_榆社,4
140000_140722,山西省_左权,5
140000_140723,山西省_和顺,5
140000_140724,山西省_昔阳,4
140000_140725,山西省_寿阳,5
140000_140726,山西省_太谷,10
140000_140727,山西省_祁县,7
140000_140728,山西省_平遥,15
140000_140729,山西省_灵石,9
140000_140781,山西省_介休,20
140000_140602,山西省_朔城,31
140000_140603,山西省_平鲁,4
140000_140621,山西省_山阴,12
140000_140671,山西省_山西,182
140000_140622,山西省_应县,4
140000_140623,山西省_右玉,3
140000_140681,山西省_怀仁,18
140000_140502,山西省_城区,109
140000_140521,山西省_沁水,9
140000_140522,山西省_阳城,9
140000_140524,山西省_陵川,6
140000_140525,山西省_泽州,15
140000_140581,山西省_高平,14
140000_140403,山西省_潞州,1
140000_140404,山西省_上党,0
140000_140405,山西省_屯留,3
140000_140406,山西省_潞城,6
140000_140423,山西省_襄垣,12
140000_140425,山西省_平顺,5
140000_140426,山西省_黎城,2
140000_140427,山西省_壶关,5
140000_140428,山西省_长子,4
140000_140430,山西省_沁县,3
140000_140431,山西省_沁源,4
140000_140429,山西省_武乡,5
140000_140311,山西省_郊区,14
140000_140321,山西省_平定,7
140000_140322,山西省_盂县,4
140000_140303,山西省_矿区,21
140000_140212,山西省_新荣,1
140000_140213,山西省_平城,8
140000_140214,山西省_云冈,0
140000_140222,山西省_天镇,8
140000_140215,山西省_云州,1
140000_140223,山西省_广灵,6
140000_140221,山西省_阳高,2
140000_140224,山西省_灵丘,7
140000_140226,山西省_左云,5
140000_140225,山西省_浑源,5
450000_450202,广西壮族自治区_城中,17
450000_450203,广西壮族自治区_鱼峰,8
450000_450206,广西壮族自治区_柳江,15
450000_450204,广西壮族自治区_柳南,9
450000_450222,广西壮族自治区_柳城,18
450000_450223,广西壮族自治区_鹿寨,13
450000_450205,广西壮族自治区_柳北,3
450000_450224,广西壮族自治区_融安,14
450000_450225,广西壮族自治区_融水,19
110000_110101,北京市_东城,81
450000_450226,广西壮族自治区_三江,18
110000_110102,北京市_西城,83
110000_110106,北京市_丰台,126
110000_110105,北京市_朝阳,297
110000_110107,北京市_石景,32
110000_110108,北京市_海淀,212
110000_110109,北京市_门头,29
110000_110111,北京市_房山,63
110000_110112,北京市_通州,44
110000_110113,北京市_顺义,52
110000_110114,北京市_昌平,89
110000_110115,北京市_大兴,71
110000_110116,北京市_怀柔,32
110000_110118,北京市_密云,31
110000_110119,北京市_延庆,24
110000_110117,北京市_平谷,26
140000_140106,山西省_迎泽,54
140000_140105,山西省_小店,48
140000_140107,山西省_杏花,39
140000_140109,山西省_万柏,43
140000_140108,山西省_尖草,16
140000_140110,山西省_晋源,10
140000_140121,山西省_清徐,8
140000_140122,山西省_阳曲,4
140000_140123,山西省_娄烦,4
140000_140181,山西省_古交,7
